"Publication Date","Publication Year","Journal","Research Article' or 'non-Research Article'?","Article Title","Days Old","Total Citations","Total Citations Per Day","Citations CrossRef Per Day","Citations PubMed Per Day","Citations Scopus Per Day","HTML Page Views Per Day","XML Downloads Per Day","PDF Downloads Per Day","Combined Downloads Per Day","Blog Postgenomic Per Day","Blog Nature Per Day","Blog Bloglines Per Day","Number of Trackbacks Per Day","Social Bookmarking – CiteULike Per Day","Social Bookmarking – Connotea Per Day","Number of Ratings Per Day",,"Number of Note threads Per Day","Number of replies to Notes Per Day","Number of Comment threads Per Day","Number of 'Star Ratings' that also include a text comment Per Day"
11/28/08,2008,"PLoS Genetics","non RA","A Closer Look at the eve Stripe 2 Enhancers of Drosophila and Themira",326,1,0,0,0,0,0.43,0.06,2.36,0,0,0,0.01,0,0,0,0,,0,0,0,0
11/28/08,2008,"PLoS Genetics","RA","A PI3-Kinase?Mediated Negative Feedback Regulates Neuronal Excitability",326,0,0,0,0,0,1.08,0.07,5.15,0,0,0,0,0,0,0,0,,0,0,0,0
11/28/08,2008,"PLoS Genetics","RA","An Ancient Duplication of Exon 5 in the Snap25 Gene Is Required for Complex Neuronal Development/Function",326,2,0.01,0,0,0,0.47,0.08,2.27,0,0,0,0,0,0,0,0,,0,0,0,0.01
12/05/08,2008,"PLoS Genetics","RA","Practical Issues in Imputation-Based Association Mapping",319,6,0.02,0.01,0.01,0,1.4,0.08,5.46,0,0,0,0.03,0,0,0.01,0,,0,0,0,0.02
11/28/08,2008,"PLoS Genetics","RA","SRA-Domain Proteins Required for DRM2-Mediated De Novo DNA Methylation",326,0,0,0,0,0,0.84,0.09,3.01,0,0,0,0,0,0,0,0,,0,0,0,0
11/28/08,2008,"PLoS Genetics","RA","Hypermutable Non-Synonymous Sites Are under Stronger Negative Selection",326,0,0,0,0,0,0.8,0.07,3.55,0,0,0,0.01,0,0,0,0,,0,0,0,0
11/28/08,2008,"PLoS Genetics","RA","Genetics Meets Metabolomics: A Genome-Wide Association Study of Metabolite Profiles in Human Serum",326,10,0.03,0.01,0.01,0.01,5.45,0.13,21.56,0,0,0,0.03,0,0,0,0,,0.01,0,0,0.03
11/28/08,2008,"PLoS Genetics","RA","Profiling Synaptic Proteins Identifies Regulators of Insulin Secretion and Lifespan",326,2,0.01,0,0,0.01,1.06,0.06,3.85,0,0,0,0.01,0,0,0,0,,0,0,0,0.01
11/28/08,2008,"PLoS Genetics","RA","Chemical?Genetic Profiling of Imidazo[1,2-a]pyridines and -Pyrimidines Reveals Target Pathways Conserved between Yeast and Human Cells",326,1,0,0,0,0,0.48,0.06,2.35,0,0,0,0,0,0,0,0,,0,0,0,0
12/19/08,2008,"PLoS Genetics","RA","Topoisomerase 3? and RMI1 Suppress Somatic Crossovers and Are Essential for Resolution of Meiotic Recombination Intermediates in Arabidopsis thaliana",305,1,0,0,0,0,0.61,0.08,2.47,0,0,0,0,0,0,0,0,,0,0,0,0
11/28/08,2008,"PLoS Genetics","RA","Field-Caught Permethrin-Resistant Anopheles gambiae Overexpress CYP6P3, a P450 That Metabolises Pyrethroids",326,3,0.01,0,0,0.01,0.62,0.07,2.59,0,0,0,0,0,0,0,0,,0,0,0,0.01
11/28/08,2008,"PLoS Genetics","RA","Genetic Analysis of Human Traits In Vitro: Drug Response and Gene Expression in Lymphoblastoid Cell Lines",326,6,0.02,0.01,0.01,0.01,1.84,0.09,6.63,0,0,0,0.01,0,0,0,0,,0,0,0,0.02
12/05/08,2008,"PLoS Genetics","RA","Asymmetry of Chromosome Replichores Renders the DNA Translocase Activity of FtsK Essential for Cell Division and Cell Shape Maintenance in Escherichia coli",319,0,0,0,0,0,0.51,0.07,2.24,0,0,0,0,0,0,0,0,,0,0,0,0
12/05/08,2008,"PLoS Genetics","RA","Loss of Kindlin-1 Causes Skin Atrophy and Lethal Neonatal Intestinal Epithelial Dysfunction",319,5,0.02,0.02,0,0,0.66,0.07,3,0,0,0,0,0,0,0,0,,0,0,0,0.02
12/05/08,2008,"PLoS Genetics","RA","Spt2p Defines a New Transcription-Dependent Gross Chromosomal Rearrangement Pathway",319,1,0,0,0,0,0.49,0.07,2.43,0,0,0,0,0,0,0,0,,0,0,0,0
12/05/08,2008,"PLoS Genetics","RA","Targeting the X Chromosome during Spermatogenesis Induces Y Chromosome Transmission Ratio Distortion and Early Dominant Embryo Lethality in Anopheles gambiae",319,2,0.01,0,0.01,0,0.54,0.08,3.03,0,0,0,0,0,0,0,0,,0,0,0,0.01
12/05/08,2008,"PLoS Genetics","RA","Evolutionary Diversification of Plant Shikimate Kinase Gene Duplicates",319,0,0,0,0,0,0.66,0.07,3.05,0,0,0,0.01,0,0,0,0,,0,0,0,0
12/05/08,2008,"PLoS Genetics","RA","The Genomic Analysis of Lactic Acidosis and Acidosis Response in Human Cancers",319,2,0.01,0,0,0,1.28,0.08,5.79,0,0,0,0,0,0,0,0,,0,0,0,0.01
12/05/08,2008,"PLoS Genetics","RA","Effects of cis and trans Genetic Ancestry on Gene Expression in African Americans",319,3,0.01,0,0.01,0,1.91,0.09,15.17,0,0,0,0.03,0,0,0,0,,0,0,0,0.01
12/05/08,2008,"PLoS Genetics","RA","Apoptosis Maintains Oocyte Quality in Aging Caenorhabditis elegans Females",319,1,0,0,0,0,0.91,0.06,3.81,0,0,0,0,0,0,0,0,,0,0,0,0
12/05/08,2008,"PLoS Genetics","RA","Disruption of AP1S1, Causing a Novel Neurocutaneous Syndrome, Perturbs Development of the Skin and Spinal Cord",319,1,0,0,0,0,0.6,0.06,2.99,0,0,0,0,0,0,0,0,,0,0,0,0
12/05/08,2008,"PLoS Genetics","non RA","Taken to School: An Interview with the Honorable Judge John E. Jones, III",319,0,0,0,0,0,1.12,0.1,30,0,0,0.01,0,0,0.01,0.02,0,,0,0,0.01,0
12/05/08,2008,"PLoS Genetics","RA","Genome-Wide siRNA-Based Functional Genomics of Pigmentation Identifies Novel Genes and Pathways That Impact Melanogenesis in Human Cells",319,6,0.02,0.02,0,0,2.16,0.1,8.22,0,0,0,0,0,0,0,0,,0,0,0,0.02
12/19/08,2008,"PLoS Genetics","RA","Novel Low Abundance and Transient RNAs in Yeast Revealed by Tiling Microarrays and Ultra High?Throughput Sequencing Are Not Conserved Across Closely Related Yeast Species",305,2,0.01,0,0,0.01,0.95,0.07,4.34,0,0,0,0.01,0,0,0,0,,0,0,0,0.01
12/12/08,2008,"PLoS Genetics","RA","The Stringent Response and Cell Cycle Arrest in Escherichia coli",312,5,0.02,0.01,0,0.01,1.44,0.08,5.7,0,0,0,0,0,0,0,0,,0,0,0,0.02
12/12/08,2008,"PLoS Genetics","RA","Compensatory Interactions between Sir3p and the Nucleosomal LRS Surface Imply Their Direct Interaction",312,0,0,0,0,0,0.48,0.07,2.07,0,0,0,0,0,0,0,0,,0,0,0,0
12/12/08,2008,"PLoS Genetics","RA","The Chromosomal High-Affinity Binding Sites for the Drosophila Dosage Compensation Complex",312,3,0.01,0.01,0,0,0.79,0.06,3.67,0,0,0,0,0,0,0,0,,0,0,0,0.01
12/12/08,2008,"PLoS Genetics","RA","The Repertoire and Dynamics of Evolutionary Adaptations to Controlled Nutrient-Limited Environments in Yeast",312,1,0,0,0,0,1.71,0.08,6.76,0,0,0,0.01,0,0,0,0,,0,0,0,0
12/12/08,2008,"PLoS Genetics","RA","The Population Genetics of dN/dS",312,8,0.03,0.02,0,0.01,4.36,0.08,18.91,0,0,0,0.05,0,0,0.01,0,,0,0,0,0.03
12/12/08,2008,"PLoS Genetics","RA","Duplication and Gene Conversion in the Drosophila melanogaster Genome",312,2,0.01,0,0,0,1.47,0.07,6.79,0,0,0,0.01,0,0,0,0,,0,0,0,0.01
12/19/08,2008,"PLoS Genetics","non RA","News from Arabidopsis on the Meiotic Roles of Blap75/Rmi1 and Top3?",305,0,0,0,0,0,0.35,0.08,1.88,0,0,0,0,0,0,0,0,,0,0,0,0
12/19/08,2008,"PLoS Genetics","RA","A Simple Screen to Identify Promoters Conferring High Levels of Phenotypic Noise",305,1,0,0,0,0,1.34,0.08,6.65,0,0,0,0.03,0,0,0,0,,0,0,0,0
12/19/08,2008,"PLoS Genetics","RA","Shaping Skeletal Growth by Modular Regulatory Elements in the Bmp5 Gene",305,1,0,0,0,0,0.72,0.08,3.11,0,0,0,0,0,0,0,0,,0,0,0,0
12/19/08,2008,"PLoS Genetics","RA","The Arabidopsis BLAP75/Rmi1 Homologue Plays Crucial Roles in Meiotic Double-Strand Break Repair",305,0,0,0,0,0,0.59,0.07,2.58,0,0,0,0,0,0,0,0,,0,0,0,0
12/19/08,2008,"PLoS Genetics","RA","Genetic and Computational Identification of a Conserved Bacterial Metabolic Module",305,1,0,0,0,0,0.77,0.08,3.7,0,0,0,0.02,0,0,0,0,,0,0,0,0
12/19/08,2008,"PLoS Genetics","RA","Developmental Constraints on Vertebrate Genome Evolution",305,4,0.01,0,0,0.01,2.19,0.07,9.21,0,0,0,0.02,0,0,0,0,,0,0,0,0.01
12/19/08,2008,"PLoS Genetics","RA","Novel Association of HK1 with Glycated Hemoglobin in a Non-Diabetic Population: A Genome-Wide Evaluation of 14,618 Participants in the Women's Genome Health Study",305,1,0,0,0,0,0.75,0.08,3.62,0,0,0,0,0,0,0,0,,0,0,0,0
12/19/08,2008,"PLoS Genetics","RA","Sexually Antagonistic ?Zygotic Drive? of the Sex Chromosomes",305,1,0,0,0,0,1.31,0.08,5.26,0,0,0,0,0,0,0,0,,0,0,0,0
12/19/08,2008,"PLoS Genetics","RA","Physcomitrella patens DCL3 Is Required for 22?24 nt siRNA Accumulation, Suppression of Retrotransposon-Derived Transcripts, and Normal Development",305,0,0,0,0,0,0.76,0.07,3,0,0,0,0.01,0,0,0,0,,0,0,0,0
12/26/08,2008,"PLoS Genetics","RA","The Golgin GMAP210/TRIP11 Anchors IFT20 to the Golgi Complex",298,2,0.01,0,0,0,0.94,0.09,3.54,0,0,0,0,0,0,0,0,,0,0,0,0.01
12/26/08,2008,"PLoS Genetics","RA","Gata3 Acts Downstream of ?-Catenin Signaling to Prevent Ectopic Metanephric Kidney Induction",298,0,0,0,0,0,0.82,0.08,3.29,0,0,0,0,0,0,0,0,,0,0,0,0
12/26/08,2008,"PLoS Genetics","RA","Ion Channel Clustering at the Axon Initial Segment and Node of Ranvier Evolved Sequentially in Early Chordates",298,2,0.01,0,0,0,1.08,0.08,4.57,0,0,0,0,0,0,0,0,,0,0,0,0.01
01/02/09,2009,"PLoS Genetics","RA","Neuropeptide Y Gene Polymorphisms Confer Risk of Early-Onset Atherosclerosis",291,1,0,0,0,0,1.23,0.08,6.41,0,0,0,0,0,0,0.02,0,,0,0,0,0
01/09/09,2009,"PLoS Genetics","RA","A Genome-Wide Association Study Identifies Novel and Functionally Related Susceptibility Loci for Kawasaki Disease",284,5,0.02,0.01,0,0,2.13,0.1,11.58,0,0,0,0.01,0,0,0,0,,0,0,0,0.02
01/02/09,2009,"PLoS Genetics","RA","Regulation of Small RNA Accumulation in the Maize Shoot Apex",291,4,0.01,0,0,0.01,1.51,0.07,5.72,0,0,0,0.01,0,0,0,0,,0,0,0,0.01
01/02/09,2009,"PLoS Genetics","RA","Non-Coding RNA Prediction and Verification in Saccharomyces cerevisiae",291,1,0,0,0,0,1.48,0.07,6.97,0,0,0,0.01,0.01,0,0,0,,0,0,0,0
01/02/09,2009,"PLoS Genetics","RA","IL2RA Genetic Heterogeneity in Multiple Sclerosis and Type 1 Diabetes Susceptibility and Soluble Interleukin-2 Receptor Production",291,9,0.03,0.01,0,0.02,0.94,0.06,4.01,0,0,0,0,0,0,0,0,,0,0,0,0.03
01/02/09,2009,"PLoS Genetics","RA","Instability of Plastid DNA in the Nuclear Genome",291,0,0,0,0,0,0.75,0.07,3.39,0,0,0,0,0,0,0,0,,0,0,0,0
01/02/09,2009,"PLoS Genetics","RA","ATR and Chk1 Suppress a Caspase-3?Dependent Apoptotic Response Following DNA Replication Stress",291,2,0.01,0,0,0,1.42,0.08,4.65,0,0,0,0,0,0,0,0,,0,0,0,0.01
01/02/09,2009,"PLoS Genetics","RA","Adaptive Evolution in Zinc Finger Transcription Factors",291,3,0.01,0,0,0.01,1.81,0.08,7.21,0,0,0,0.02,0,0,0,0,,0,0,0,0.01
01/02/09,2009,"PLoS Genetics","RA","A Novel Role for Mc1r in the Parallel Evolution of Depigmentation in Independent Populations of the Cavefish Astyanax mexicanus",291,3,0.01,0,0,0,1.13,0.07,5.38,0,0,0,0.01,0,0,0,0,,0,0,0,0.01
01/30/09,2009,"PLoS Genetics","non RA","A Microhomology-Mediated Break-Induced Replication Model for the Origin of Human Copy Number Variation",263,9,0.03,0.03,0,0,2.39,0.09,7.56,0,0,0,0.01,0,0,0,0,,0,0,0,0.03
01/09/09,2009,"PLoS Genetics","RA","Arabidopsis CULLIN3 Genes Regulate Primary Root Growth and Patterning by Ethylene-Dependent and -Independent Mechanisms",284,0,0,0,0,0,1.26,0.07,4.31,0,0,0,0,0,0,0,0,,0,0,0,0
01/09/09,2009,"PLoS Genetics","RA","Why Is the Correlation between Gene Importance and Gene Evolutionary Rate So Weak?",284,1,0,0,0,0,2.03,0.08,9.48,0,0,0,0.05,0.01,0,0,0,,0,0,0,0
01/09/09,2009,"PLoS Genetics","RA","Evolution of Regulatory Sequences in 12 Drosophila Species",284,0,0,0,0,0,1.98,0.07,8.33,0,0,0,0.06,0.01,0,0,0,,0,0,0,0
01/09/09,2009,"PLoS Genetics","RA","Mouse Genome-Wide Association Mapping Needs Linkage Analysis to Avoid False-Positive Loci",284,1,0,0,0,0,0.98,0.06,4.38,0,0,0,0.02,0,0,0,0,,0,0,0,0
01/09/09,2009,"PLoS Genetics","RA","A cis-Acting Diversification Activator Both Necessary and Sufficient for AID-Mediated Hypermutation",284,1,0,0,0,0,0.71,0.08,2.74,0,0,0,0,0,0,0,0,,0,0,0,0
01/09/09,2009,"PLoS Genetics","RA","G?1, a Downstream Target for the hmgcr-Isoprenoid Biosynthetic Pathway, Is Required for Releasing the Hedgehog Ligand and Directing Germ Cell Migration",284,2,0.01,0,0,0.01,0.44,0.07,2.06,0,0,0,0,0,0,0,0,,0,0,0,0.01
01/16/09,2009,"PLoS Genetics","RA","Deletion Hotspots in AMACR Promoter CpG Island Are cis-Regulatory Elements Controlling the Gene Expression in the Colon",277,1,0,0,0,0,0.85,0.06,3.84,0,0,0,0.01,0,0,0,0,,0,0,0,0
01/23/09,2009,"PLoS Genetics","non RA","Order and Disorder during Escherichia coli Divergence",270,0,0,0,0,0,0.88,0.07,3.84,0,0,0,0,0,0,0,0,,0,0,0,0
01/16/09,2009,"PLoS Genetics","RA","Pervasive Hitchhiking at Coding and Regulatory Sites in Humans",277,4,0.01,0,0.01,0,1.5,0.09,7.46,0,0,0,0.03,0.01,0,0,0,,0,0,0,0.01
02/06/09,2009,"PLoS Genetics","non RA","Interpretation of Genetic Association Studies: Markers with Replicated Highly Significant Odds Ratios May Be Poor Classifiers",256,1,0,0,0,0,4.65,0.05,15.59,0,0,0,0.04,0,0,0,0,,0,0,0,0
01/16/09,2009,"PLoS Genetics","RA","Genome-Wide Association Study of Plasma Polyunsaturated Fatty Acids in the InCHIANTI Study",277,0,0,0,0,0,0.96,0.06,4.65,0,0,0,0.01,0,0,0,0,,0,0,0,0
01/16/09,2009,"PLoS Genetics","RA","Yeast Genetic Analysis Reveals the Involvement of Chromatin Reassembly Factors in Repressing HIV-1 Basal Transcription",277,2,0.01,0,0,0,1.19,0.07,5.07,0,0,0,0.01,0,0,0,0,,0,0,0,0.01
01/16/09,2009,"PLoS Genetics","non RA","Converging on the Origins of Axonal Ion Channel Clustering",277,0,0,0,0,0,0.54,0.06,2.41,0,0,0,0,0,0,0,0,,0,0,0,0
01/16/09,2009,"PLoS Genetics","RA","Contrasting Mode of Evolution at a Coat Color Locus in Wild and Domestic Pigs",277,2,0.01,0,0,0,1.58,0.09,7.95,0,0,0.01,0.01,0,0,0,0,,0.01,0,0,0.01
01/16/09,2009,"PLoS Genetics","RA","Genetic Differences between the Determinants of Lipid Profile Phenotypes in African and European Americans: The Jackson Heart Study",277,0,0,0,0,0,1.16,0.08,5,0,0,0,0,0,0,0,0,,0,0,0,0
01/16/09,2009,"PLoS Genetics","RA","Sequences From First Settlers Reveal Rapid Evolution in Icelandic mtDNA Pool",277,1,0,0,0,0,2.47,0.09,12.84,0,0,0,0.01,0,0,0,0,,0,0,0,0
01/23/09,2009,"PLoS Genetics","RA","Organised Genome Dynamics in the Escherichia coli Species Results in Highly Diverse Adaptive Paths",270,3,0.01,0.01,0,0,2.5,0.1,9.68,0,0,0,0.01,0,0,0,0,,0,0,0,0.01
01/16/09,2009,"PLoS Genetics","RA","TraR, a Homolog of a RNAP Secondary Channel Interactor, Modulates Transcription",277,1,0,0,0,0,0.67,0.07,2.84,0,0,0,0,0,0,0,0,,0,0,0,0
01/23/09,2009,"PLoS Genetics","RA","Copy Number Variation of CCL3-like Genes Affects Rate of Progression to Simian-AIDS in Rhesus Macaques (Macaca mulatta)",270,3,0.01,0.01,0,0,1.08,0.07,4.59,0,0,0,0.01,0,0,0,0,,0,0,0,0.01
01/23/09,2009,"PLoS Genetics","RA","Natural Variation in an ABC Transporter Gene Associated with Seed Size Evolution in Tomato Species",270,0,0,0,0,0,1.41,0.07,6.01,0,0,0,0.01,0,0,0,0,,0,0,0,0
01/23/09,2009,"PLoS Genetics","RA","Heterochromatic Threads Connect Oscillating Chromosomes during Prometaphase I in Drosophila Oocytes",270,2,0.01,0,0,0,0.71,0.07,3.28,0,0,0,0,0,0,0,0,,0,0,0,0.01
01/23/09,2009,"PLoS Genetics","RA","Multiple Chromosomal Rearrangements Structured the Ancestral Vertebrate Hox-Bearing Protochromosomes",270,3,0.01,0,0,0,0.79,0.07,3.17,0,0,0,0,0,0,0,0,,0,0,0,0.01
01/23/09,2009,"PLoS Genetics","RA","An ALS-Linked Mutant SOD1 Produces a Locomotor Defect Associated with Aggregation and Synaptic Dysfunction When Expressed in Neurons of Caenorhabditis elegans",270,1,0,0,0,0,1.22,0.08,4.85,0,0,0,0,0,0,0,0,,0,0,0,0
01/23/09,2009,"PLoS Genetics","RA","Integrating Computational Biology and Forward Genetics in Drosophila",270,1,0,0,0,0,1.67,0.09,7.86,0,0,0,0.04,0,0,0,0,,0,0,0,0
01/23/09,2009,"PLoS Genetics","RA","Residues Clustered in the Light-Sensing Knot of Phytochrome B are Necessary for Conformer-Specific Binding to Signaling Partner PIF3",270,0,0,0,0,0,0.66,0.07,2.52,0,0,0,0,0,0,0,0,,0,0,0,0
01/23/09,2009,"PLoS Genetics","RA","A Systematic Approach to Mapping Recessive Disease Genes in Individuals from Outbred Populations",270,3,0.01,0,0,0,1.68,0.1,7.16,0,0,0,0.01,0,0,0,0,,0,0,0,0.01
01/30/09,2009,"PLoS Genetics","RA","LINE Retrotransposon RNA Is an Essential Structural and Functional Epigenetic Component of a Core Neocentromeric Chromatin",263,0,0,0,0,0,1.84,0.08,6.64,0,0,0,0,0,0,0,0,,0,0,0,0
01/30/09,2009,"PLoS Genetics","RA","DETORQUEO, QUIRKY, and ZERZAUST Represent Novel Components Involved in Organ Development Mediated by the Receptor-Like Kinase STRUBBELIG in Arabidopsis thaliana",263,0,0,0,0,0,0.93,0.08,3.83,0,0,0,0,0,0,0,0,,0,0,0,0
01/30/09,2009,"PLoS Genetics","RA","Genetic Evidence for Single-Strand Lesions Initiating Nbs1-Dependent Homologous Recombination in Diversification of Ig V in Chicken B Lymphocytes",263,0,0,0,0,0,0.64,0.07,2.51,0,0,0,0,0,0,0,0,,0,0,0,0
01/30/09,2009,"PLoS Genetics","RA","Short Telomeres Initiate Telomere Recombination in Primary and Tumor Cells",263,0,0,0,0,0,1.42,0.08,4.78,0,0,0,0,0,0,0,0,,0,0,0,0
01/30/09,2009,"PLoS Genetics","RA","Learning a Prior on Regulatory Potential from eQTL Data",263,4,0.02,0,0.01,0.01,2.24,0.08,8.25,0,0,0,0.03,0,0,0,0,,0,0,0,0.02
01/30/09,2009,"PLoS Genetics","non RA","CCL3L Copy Number Variation and the Co-Evolution of Primate and Viral Genomes",263,1,0,0,0,0,1.14,0.08,4.92,0,0,0,0.01,0,0,0.01,0,,0,0,0,0
01/30/09,2009,"PLoS Genetics","RA","Reduced Neutrophil Count in People of African Descent Is Due To a Regulatory Variant in the Duffy Antigen Receptor for Chemokines Gene",263,4,0.02,0.01,0,0.01,0.89,0.08,4.56,0,0,0,0,0,0,0,0,,0,0,0,0.02
02/06/09,2009,"PLoS Genetics","RA","Deletion of the Mitochondrial Superoxide Dismutase sod-2 Extends Lifespan in Caenorhabditis elegans",256,4,0.02,0.01,0,0.01,3.37,0.08,17.2,0,0,0,0.02,0,0,0,0,,0,0,0,0.02
02/06/09,2009,"PLoS Genetics","RA","Adaptations to Submarine Hydrothermal Environments Exemplified by the Genome of Nautilia profundicola",256,0,0,0,0,0,1.09,0.03,5.42,0,0,0,0.01,0,0,0,0,,0,0,0,0
02/06/09,2009,"PLoS Genetics","RA","hnRNP I Inhibits Notch Signaling and Regulates Intestinal Epithelial Homeostasis in the Zebrafish",256,0,0,0,0,0,0.65,0.02,2.84,0,0,0,0,0,0,0,0,,0,0,0,0
02/06/09,2009,"PLoS Genetics","RA","Genome-Wide Analysis of Factors Affecting Transcription Elongation and DNA Repair: A New Role for PAF and Ccr4-Not in Transcription-Coupled Repair",256,0,0,0,0,0,1.08,0.02,4.3,0,0,0,0,0,0,0,0,,0,0,0,0
02/06/09,2009,"PLoS Genetics","RA","Genome-Wide Association Studies in an Isolated Founder Population from the Pacific Island of Kosrae",256,3,0.01,0,0,0.01,1.32,0.04,6.18,0,0,0.01,0,0,0,0,0,,0,0,0,0.01
02/06/09,2009,"PLoS Genetics","RA","A Gene-Based Linkage Map for Bicyclus anynana Butterflies Allows for a Comprehensive Analysis of Synteny with the Lepidopteran Reference Genome",256,2,0.01,0.01,0,0,0.66,0.02,3.2,0,0,0,0,0,0,0,0,,0,0,0,0.01
02/06/09,2009,"PLoS Genetics","RA","Genetic Mechanisms in Apc-Mediated Mammary Tumorigenesis",256,1,0,0,0,0,0.96,0.02,3.51,0,0,0,0,0,0,0,0,,0,0,0,0
02/06/09,2009,"PLoS Genetics","RA","Adaptive Mutations in the JC Virus Protein Capsid Are Associated with Progressive Multifocal Leukoencephalopathy (PML)",256,0,0,0,0,0,0.57,0.02,1.96,0,0,0,0,0,0,0,0,,0,0,0,0
02/06/09,2009,"PLoS Genetics","RA","Expression of the Multiple Sclerosis-Associated MHC Class II Allele HLA-DRB11501 Is Regulated by Vitamin D",256,9,0.04,0.02,0,0.01,5.03,0.09,28.34,0,0,0,0,0,0,0.02,0,,0.01,0,0,0.04
03/06/09,2009,"PLoS Genetics","non RA","Neocentromeres Come of Age",228,0,0,0,0,0,0.96,0.01,4.33,0,0,0,0,0,0,0,0,,0,0,0,0
02/06/09,2009,"PLoS Genetics","non RA","When Segregation Hangs by a Thread",256,0,0,0,0,0,0.49,0.03,2.65,0,0,0,0,0,0,0,0,,0,0,0,0
02/06/09,2009,"PLoS Genetics","RA","Loss of Myotubularin Function Results in T-Tubule Disorganization in Zebrafish and Human Myotubular Myopathy",256,0,0,0,0,0,0.72,0.02,2.71,0,0,0,0,0,0,0,0,,0,0,0,0
02/06/09,2009,"PLoS Genetics","RA","A Genome-Wide Investigation of SNPs and CNVs in Schizophrenia",256,6,0.02,0.01,0,0.01,4.84,0.04,19.88,0,0,0,0.03,0.01,0,0,0,,0,0,0,0.02
02/13/09,2009,"PLoS Genetics","RA","A Drosophila Model for EGFR-Ras and PI3K-Dependent Human Glioma",249,0,0,0,0,0,1.69,0.05,6.35,0,0,0,0,0,0,0,0,,0,0,0,0
02/13/09,2009,"PLoS Genetics","RA","The Individual Blood Cell Telomere Attrition Rate Is Telomere Length Dependent",249,2,0.01,0,0,0,0.99,0.04,4,0,0,0,0,0,0,0,0,,0,0,0,0.01
02/13/09,2009,"PLoS Genetics","RA","Attenuation of Zinc Finger Nuclease Toxicity by Small-Molecule Regulation of Protein Levels",249,4,0.02,0,0,0.01,1.11,0.03,3.72,0,0,0,0,0,0,0,0,,0,0,0,0.02
02/13/09,2009,"PLoS Genetics","RA","Accumulation of Rhodopsin in Late Endosomes Triggers Photoreceptor Cell Degeneration",249,0,0,0,0,0,0.87,0.02,3.75,0,0,0,0,0,0,0,0,,0,0,0,0
02/13/09,2009,"PLoS Genetics","RA","Identification of a Shared Genetic Susceptibility Locus for Coronary Heart Disease and Periodontitis",249,2,0.01,0,0,0,1.76,0.06,8.74,0,0,0,0.01,0,0,0,0,,0,0,0,0.01
02/13/09,2009,"PLoS Genetics","RA","Steroid Hormone Control of Cell Death and Cell Survival: Molecular Insights Using RNAi",249,0,0,0,0,0,0.93,0.03,3.66,0,0,0,0,0,0,0,0,,0,0,0,0
02/13/09,2009,"PLoS Genetics","RA","ERCC1/XPF Protects Short Telomeres from Homologous Recombination in Arabidopsis thaliana",249,0,0,0,0,0,0.6,0.02,2.48,0,0,0,0,0,0,0,0,,0,0,0,0
02/13/09,2009,"PLoS Genetics","RA","Sporadic Infantile Epileptic Encephalopathy Caused by Mutations in PCDH19 Resembles Dravet Syndrome but Mainly Affects Females",249,1,0,0,0,0,0.69,0.03,3.52,0,0,0,0,0,0,0,0,,0.01,0,0,0
02/13/09,2009,"PLoS Genetics","RA","Disease-Associated Mutant Ubiquitin Causes Proteasomal Impairment and Enhances the Toxicity of Protein Aggregates",249,1,0,0,0,0,0.93,0.02,3.46,0,0,0,0,0,0,0,0,,0,0,0,0
02/13/09,2009,"PLoS Genetics","RA","HECTD2 Is Associated with Susceptibility to Mouse and Human Prion Disease",249,2,0.01,0,0,0,0.59,0.04,2.96,0,0,0,0,0,0,0,0,,0,0,0,0.01
02/13/09,2009,"PLoS Genetics","RA","A Groupwise Association Test for Rare Mutations Using a Weighted Sum Statistic",249,0,0,0,0,0,1.64,0.04,6.35,0,0,0,0.02,0,0,0,0,,0,0,0,0
02/20/09,2009,"PLoS Genetics","RA","Ploidy Reductions in Murine Fusion-Derived Hepatocytes",242,0,0,0,0,0,0.61,0.02,2.72,0,0,0,0,0,0,0,0,,0,0,0,0
02/20/09,2009,"PLoS Genetics","RA","The Pattern of R2 Retrotransposon Activity in Natural Populations of Drosophila simulans Reflects the Dynamic Nature of the rDNA Locus",242,1,0,0,0,0,0.47,0.02,2.23,0,0,0,0.01,0,0,0,0,,0,0,0,0
02/20/09,2009,"PLoS Genetics","RA","Poly (ADP-Ribose) Polymerase 1 Is Required for Protein Localization to Cajal Body",242,2,0.01,0,0,0,0.75,0.02,3.32,0,0,0,0,0,0,0,0,,0,0,0,0.01
02/20/09,2009,"PLoS Genetics","non RA","Conservation and Convergence of Colour Genetics: MC1R Mutations in brown Cavefish",242,0,0,0,0,0,0.71,0.03,3.71,0,0,0,0,0,0,0,0,,0,0,0,0
02/20/09,2009,"PLoS Genetics","RA","Altered Hematopoiesis in Mice Lacking DNA Polymerase ? Is Due to Inefficient Double-Strand Break Repair",242,0,0,0,0,0,0.63,0.02,2.72,0,0,0,0,0,0,0,0,,0,0,0,0
03/13/09,2009,"PLoS Genetics","RA","Escherichia coli MazF Leads to the Simultaneous Selective Synthesis of Both ?Death Proteins? and ?Survival Proteins?",221,0,0,0,0,0,1.37,0.03,4.89,0,0,0,0,0,0,0,0,,0,0,0,0
02/20/09,2009,"PLoS Genetics","RA","Turnover of Sex Chromosomes in the Stickleback Fishes (Gasterosteidae)",242,3,0.01,0,0,0.01,1.11,0.04,4.89,0,0,0,0,0,0,0,0,,0,0,0,0.01
